booking_no,branch_code,customer_name,due_date,payment_date,amount_due,amount_paid,status
1732598964838,2000,Customer_1519,2025-01-04,2025-01-07,1500000,1300000,UNDERPAID
4025692512391,2000,Customer_1520,2025-05-28,2025-05-28,1284000,1784000,OVERPAID
5549231684699,2000,Customer_1521,2025-05-27,2025-05-28,1200000,1700000,OVERPAID
8513852252749,2000,Customer_1522,2025-03-28,,1000000,,UNPAID
1655499058333,8504,Customer_1523,2025-02-22,2025-02-22,1000000,1500000,OVERPAID
4388680680320,3001,Customer_1524,2025-01-20,2025-01-23,1200000,1200000,PAID
8431327893124,8504,Customer_1525,2025-03-09,2025-03-12,1000000,1000000,PAID
2360708832273,2000,Customer_1526,2025-02-23,2025-02-26,1000000,1500000,OVERPAID
6306170623261,2000,Customer_1527,2025-01-13,,1000000,,UNPAID
8523666852258,4002,Customer_1528,2025-01-27,2025-01-28,1284000,1284000,PAID
7839956805543,3001,Customer_1529,2025-05-26,2025-05-26,1000000,800000,UNDERPAID
7062772748165,8504,Customer_1530,2025-01-12,2025-01-12,1284000,1084000,UNDERPAID
7114987761820,3001,Customer_1531,2025-06-29,2025-07-02,1000000,1000000,PAID
5988146125219,4002,Customer_1532,2025-02-17,2025-02-17,1200000,1700000,OVERPAID
1996779685753,3001,Customer_1533,2025-02-16,2025-02-19,1500000,1500000,PAID
9119373800434,4002,Customer_1534,2025-05-17,2025-05-17,1284000,1084000,UNDERPAID
7649461689363,4002,Customer_1535,2025-03-14,,1200000,,UNPAID
1668156193637,4002,Customer_1536,2025-06-26,2025-06-29,1284000,1784000,OVERPAID
3380132647865,8504,Customer_1537,2025-05-19,,1000000,,UNPAID
9653508528855,2000,Customer_1538,2025-02-10,2025-02-11,1284000,1284000,PAID
3645490240309,4002,Customer_1539,2025-04-20,,1200000,,UNPAID
1247966839549,8504,Customer_1540,2025-04-21,2025-04-21,1284000,1284000,PAID
6854587362570,3001,Customer_1541,2025-04-06,2025-04-06,1200000,1700000,OVERPAID
1081912255353,4002,Customer_1542,2025-02-05,,1200000,,UNPAID
6409580845000,4002,Customer_1543,2025-01-13,2025-01-14,1284000,1784000,OVERPAID
3891778139592,2000,Customer_1544,2025-06-23,,1284000,,UNPAID
6571766845319,2000,Customer_1545,2025-01-19,2025-01-22,1000000,1000000,PAID
6617476640755,4002,Customer_1546,2025-01-24,,1000000,,UNPAID
5369491485055,2000,Customer_1547,2025-05-23,2025-05-24,1200000,1000000,UNDERPAID
7250766432475,2000,Customer_1548,2025-05-26,2025-05-27,1500000,1300000,UNDERPAID
6224455705695,4002,Customer_1549,2025-03-28,2025-03-29,1284000,1784000,OVERPAID
8415917489436,3001,Customer_1550,2025-01-14,2025-01-14,1284000,1084000,UNDERPAID
2457837688489,4002,Customer_1551,2025-04-02,2025-04-05,1000000,1500000,OVERPAID
6313884549245,3001,Customer_1552,2025-06-23,,1500000,,UNPAID
9199840699644,8504,Customer_1553,2025-06-25,2025-06-28,1000000,800000,UNDERPAID
6818288486414,8504,Customer_1554,2025-06-20,2025-06-23,1284000,1284000,PAID
9528425009986,4002,Customer_1555,2025-05-26,,1000000,,UNPAID
9356625291672,8504,Customer_1556,2025-04-02,2025-04-03,1000000,1500000,OVERPAID
6271258578729,2000,Customer_1557,2025-01-23,2025-01-23,1284000,1284000,PAID
5368542997575,3001,Customer_1558,2025-02-18,2025-02-18,1500000,1300000,UNDERPAID
2258672577181,8504,Customer_1559,2025-03-13,2025-03-14,1284000,1784000,OVERPAID
2470705862595,3001,Customer_1560,2025-02-06,,1284000,,UNPAID
7066463622774,8504,Customer_1561,2025-02-19,2025-02-19,1000000,800000,UNDERPAID
5758512806775,4002,Customer_1562,2025-01-26,2025-01-27,1000000,1500000,OVERPAID
9584215929054,8504,Customer_1563,2025-01-04,2025-01-04,1284000,1784000,OVERPAID
9799822753380,2000,Customer_1564,2025-05-25,2025-05-28,1500000,1500000,PAID
3063321689972,3001,Customer_1565,2025-06-20,2025-06-23,1200000,1200000,PAID
6552253272795,8504,Customer_1566,2025-01-07,2025-01-08,1284000,1284000,PAID
7060547898661,8504,Customer_1567,2025-06-07,,1200000,,UNPAID
1005726723649,8504,Customer_1568,2025-04-18,2025-04-18,1000000,800000,UNDERPAID
6858776646051,2000,Customer_1569,2025-01-29,2025-02-01,1500000,1300000,UNDERPAID
4570988436498,8504,Customer_1570,2025-04-03,2025-04-04,1200000,1000000,UNDERPAID
6197830780423,2000,Customer_1571,2025-06-01,2025-06-01,1200000,1000000,UNDERPAID
5991825642837,4002,Customer_1572,2025-04-26,,1500000,,UNPAID
9177397706504,2000,Customer_1573,2025-02-23,2025-02-26,1284000,1284000,PAID
7476775627273,2000,Customer_1574,2025-03-01,2025-03-04,1284000,1084000,UNDERPAID
2775153793069,4002,Customer_1575,2025-03-21,,1000000,,UNPAID
9804490732834,2000,Customer_1576,2025-05-07,2025-05-07,1500000,1300000,UNDERPAID
7980986249858,8504,Customer_1577,2025-05-02,2025-05-05,1200000,1700000,OVERPAID
8053343284221,3001,Customer_1578,2025-03-16,2025-03-19,1500000,1300000,UNDERPAID
8260790602264,4002,Customer_1579,2025-02-01,2025-02-01,1200000,1000000,UNDERPAID
7016855962869,4002,Customer_1580,2025-05-03,,1200000,,UNPAID
6467812877808,3001,Customer_1581,2025-03-14,,1200000,,UNPAID
3263967041779,4002,Customer_1582,2025-02-11,,1500000,,UNPAID
7821521674450,4002,Customer_1583,2025-03-12,2025-03-15,1000000,1000000,PAID
5145909753926,8504,Customer_1584,2025-01-29,,1500000,,UNPAID
7061103065058,8504,Customer_1585,2025-02-27,,1000000,,UNPAID
5716612771105,8504,Customer_1586,2025-03-01,2025-03-02,1200000,1200000,PAID
7452166900754,8504,Customer_1587,2025-04-23,2025-04-26,1284000,1084000,UNDERPAID
3912726628500,8504,Customer_1588,2025-06-18,2025-06-21,1284000,1784000,OVERPAID
2806179650290,2000,Customer_1589,2025-06-01,,1200000,,UNPAID
3232725610953,2000,Customer_1590,2025-03-15,2025-03-16,1200000,1000000,UNDERPAID
5905785255434,2000,Customer_1591,2025-05-10,2025-05-13,1500000,2000000,OVERPAID
6378193950623,2000,Customer_1592,2025-04-16,2025-04-19,1284000,1784000,OVERPAID
2258233255837,3001,Customer_1593,2025-04-29,,1500000,,UNPAID
1105775321478,8504,Customer_1594,2025-04-27,,1284000,,UNPAID
4974484672511,2000,Customer_1595,2025-06-09,2025-06-10,1500000,2000000,OVERPAID
3277263972407,8504,Customer_1596,2025-02-19,,1284000,,UNPAID
8678643460532,4002,Customer_1597,2025-03-28,2025-03-29,1000000,1500000,OVERPAID
4659999716034,4002,Customer_1598,2025-04-07,,1500000,,UNPAID
3902454366077,2000,Customer_1599,2025-02-14,2025-02-17,1200000,1000000,UNDERPAID
2367985585836,3001,Customer_1600,2025-06-08,2025-06-09,1500000,1500000,PAID
4936407488276,2000,Customer_1601,2025-03-04,,1000000,,UNPAID
2693438956500,4002,Customer_1602,2025-04-29,2025-04-30,1000000,1000000,PAID
8054399243493,2000,Customer_1603,2025-06-29,2025-07-02,1200000,1000000,UNDERPAID
7545832539425,4002,Customer_1604,2025-06-02,2025-06-03,1200000,1000000,UNDERPAID
1588126620472,4002,Customer_1605,2025-03-15,2025-03-18,1000000,800000,UNDERPAID
2846474423785,4002,Customer_1606,2025-03-13,2025-03-13,1500000,1500000,PAID
8781778838703,2000,Customer_1607,2025-06-01,2025-06-01,1500000,2000000,OVERPAID
3077638420388,4002,Customer_1608,2025-04-06,2025-04-07,1000000,1000000,PAID
7805892941444,3001,Customer_1609,2025-04-04,2025-04-04,1500000,2000000,OVERPAID
4165899454861,8504,Customer_1610,2025-05-19,2025-05-22,1500000,1500000,PAID
2554609583854,4002,Customer_1611,2025-06-07,2025-06-08,1200000,1000000,UNDERPAID
8915734713912,4002,Customer_1612,2025-04-18,,1000000,,UNPAID
7117411915413,8504,Customer_1613,2025-05-02,2025-05-03,1000000,1500000,OVERPAID
6993618696097,2000,Customer_1614,2025-01-31,2025-01-31,1000000,1000000,PAID
4978132565365,3001,Customer_1615,2025-05-12,,1000000,,UNPAID
5349732448915,8504,Customer_1616,2025-01-07,2025-01-08,1284000,1084000,UNDERPAID
8587172097240,4002,Customer_1617,2025-02-05,2025-02-05,1000000,800000,UNDERPAID
2881437775545,2000,Customer_1618,2025-04-02,2025-04-02,1000000,1000000,PAID
5578122948363,3001,Customer_1619,2025-04-17,2025-04-20,1500000,1500000,PAID
7722665137951,8504,Customer_1620,2025-06-11,2025-06-14,1000000,1500000,OVERPAID
2377672632133,3001,Customer_1621,2025-06-17,2025-06-18,1284000,1784000,OVERPAID
5175701065185,4002,Customer_1622,2025-01-30,,1200000,,UNPAID
1259956527476,8504,Customer_1623,2025-01-05,2025-01-08,1500000,1500000,PAID
7148807023960,2000,Customer_1624,2025-03-02,2025-03-05,1284000,1784000,OVERPAID
6737359058481,8504,Customer_1625,2025-03-27,2025-03-28,1200000,1700000,OVERPAID
2215853077691,2000,Customer_1626,2025-03-17,,1284000,,UNPAID
4797661392150,2000,Customer_1627,2025-02-24,,1284000,,UNPAID
8645231993811,2000,Customer_1628,2025-05-21,2025-05-22,1500000,1500000,PAID
4554319647925,2000,Customer_1629,2025-03-14,2025-03-14,1500000,2000000,OVERPAID
2907787417788,8504,Customer_1630,2025-05-14,2025-05-14,1284000,1784000,OVERPAID
6400539017251,2000,Customer_1631,2025-05-27,,1200000,,UNPAID
3623979182825,3001,Customer_1632,2025-03-18,2025-03-19,1500000,1500000,PAID
9330364319691,2000,Customer_1633,2025-04-19,2025-04-22,1000000,1500000,OVERPAID
8316469936507,3001,Customer_1634,2025-05-08,2025-05-11,1200000,1700000,OVERPAID
8460332157704,4002,Customer_1635,2025-04-22,,1000000,,UNPAID
5212520231318,4002,Customer_1636,2025-04-04,2025-04-07,1500000,1500000,PAID
8317509416818,8504,Customer_1637,2025-02-09,2025-02-09,1000000,800000,UNDERPAID
4062657856361,8504,Customer_1638,2025-02-14,,1284000,,UNPAID
7274136384742,2000,Customer_1639,2025-03-24,2025-03-27,1200000,1000000,UNDERPAID
7811701306400,3001,Customer_1640,2025-06-02,2025-06-05,1000000,1000000,PAID
2146120309068,3001,Customer_1641,2025-03-23,2025-03-23,1000000,1000000,PAID
7687752214432,2000,Customer_1642,2025-04-09,2025-04-09,1000000,1500000,OVERPAID
5540952769908,4002,Customer_1643,2025-06-21,2025-06-21,1284000,1284000,PAID
6623754381966,2000,Customer_1644,2025-04-03,,1500000,,UNPAID
8850375247577,3001,Customer_1645,2025-02-06,2025-02-09,1000000,1500000,OVERPAID
7572163886471,8504,Customer_1646,2025-02-21,2025-02-21,1200000,1200000,PAID
6601288677614,3001,Customer_1647,2025-02-23,,1500000,,UNPAID
1162273165143,3001,Customer_1648,2025-01-21,,1284000,,UNPAID
4463371950737,3001,Customer_1649,2025-01-17,,1200000,,UNPAID
9371712583694,2000,Customer_1650,2025-06-16,2025-06-16,1284000,1784000,OVERPAID
1164357406085,2000,Customer_1651,2025-02-07,2025-02-08,1200000,1200000,PAID
5802503867753,4002,Customer_1652,2025-05-07,,1200000,,UNPAID
2341825166468,3001,Customer_1653,2025-05-03,2025-05-04,1284000,1784000,OVERPAID
2479822670083,2000,Customer_1654,2025-05-29,2025-05-29,1284000,1784000,OVERPAID
8439728153002,3001,Customer_1655,2025-02-05,2025-02-06,1500000,2000000,OVERPAID
8319388964817,8504,Customer_1656,2025-05-17,2025-05-17,1200000,1000000,UNDERPAID
4851586076097,3001,Customer_1657,2025-01-05,2025-01-08,1284000,1784000,OVERPAID
7430895655307,2000,Customer_1658,2025-04-05,,1284000,,UNPAID
1220862461175,4002,Customer_1659,2025-04-12,,1284000,,UNPAID
2572571230770,3001,Customer_1660,2025-04-27,,1284000,,UNPAID
4494638066892,8504,Customer_1661,2025-04-11,,1200000,,UNPAID
9485705754733,3001,Customer_1662,2025-02-14,2025-02-15,1000000,800000,UNDERPAID
9589605165977,3001,Customer_1663,2025-02-07,,1284000,,UNPAID
8965577262258,8504,Customer_1664,2025-01-24,2025-01-25,1500000,1500000,PAID
7474323416922,8504,Customer_1665,2025-02-12,2025-02-15,1500000,2000000,OVERPAID
1980104665388,8504,Customer_1666,2025-04-13,2025-04-13,1500000,1300000,UNDERPAID
2514787050040,4002,Customer_1667,2025-03-02,2025-03-02,1500000,2000000,OVERPAID
5830420383320,2000,Customer_1668,2025-05-12,2025-05-13,1284000,1084000,UNDERPAID
8646729270833,8504,Customer_1669,2025-01-27,2025-01-27,1500000,2000000,OVERPAID
5340209705688,4002,Customer_1670,2025-03-02,2025-03-03,1284000,1284000,PAID
4068309644127,8504,Customer_1671,2025-01-16,2025-01-19,1500000,1500000,PAID
7441966688604,4002,Customer_1672,2025-03-21,2025-03-22,1500000,1500000,PAID
8479207981313,4002,Customer_1673,2025-04-05,,1200000,,UNPAID
2012788536228,4002,Customer_1674,2025-06-30,,1000000,,UNPAID
2604125226433,3001,Customer_1675,2025-03-11,2025-03-14,1284000,1284000,PAID
5266984521357,4002,Customer_1676,2025-02-10,2025-02-13,1000000,1500000,OVERPAID
6549150087643,8504,Customer_1677,2025-06-13,,1500000,,UNPAID
8985568831764,3001,Customer_1678,2025-03-23,,1200000,,UNPAID
5281925149287,3001,Customer_1679,2025-03-17,2025-03-18,1000000,800000,UNDERPAID
6839675853192,8504,Customer_1680,2025-06-22,,1284000,,UNPAID
9604698448993,3001,Customer_1681,2025-02-22,,1200000,,UNPAID
7338952839866,3001,Customer_1682,2025-05-31,,1000000,,UNPAID
4774258654340,4002,Customer_1683,2025-02-18,2025-02-21,1200000,1700000,OVERPAID
2974995644813,8504,Customer_1684,2025-01-16,,1500000,,UNPAID
1006695573192,3001,Customer_1685,2025-06-08,,1500000,,UNPAID
2923668531998,2000,Customer_1686,2025-03-09,2025-03-09,1284000,1284000,PAID
6591296245403,4002,Customer_1687,2025-06-18,2025-06-21,1000000,1000000,PAID
7708691795284,3001,Customer_1688,2025-02-22,,1000000,,UNPAID
6258676705791,3001,Customer_1689,2025-02-09,,1500000,,UNPAID
1279119403300,3001,Customer_1690,2025-06-19,2025-06-19,1200000,1700000,OVERPAID
3875102184801,3001,Customer_1691,2025-04-12,2025-04-13,1200000,1200000,PAID
3960895072193,8504,Customer_1692,2025-06-15,2025-06-18,1000000,1500000,OVERPAID
8869245921075,4002,Customer_1693,2025-02-11,2025-02-14,1000000,1000000,PAID
5676616270767,8504,Customer_1694,2025-06-28,2025-06-29,1500000,2000000,OVERPAID
1633978226382,2000,Customer_1695,2025-03-05,,1000000,,UNPAID
5211795961093,2000,Customer_1696,2025-01-27,2025-01-28,1200000,1200000,PAID
4503950304236,2000,Customer_1697,2025-02-09,2025-02-09,1000000,1500000,OVERPAID
6566791070185,3001,Customer_1698,2025-05-13,2025-05-14,1500000,1500000,PAID
3063537324625,4002,Customer_1699,2025-02-08,2025-02-11,1200000,1000000,UNDERPAID
2409742681476,3001,Customer_1700,2025-01-03,,1500000,,UNPAID
1340956434432,3001,Customer_1701,2025-03-15,2025-03-18,1200000,1700000,OVERPAID
1786816366685,8504,Customer_1702,2025-01-03,2025-01-06,1000000,1500000,OVERPAID
6968423056193,8504,Customer_1703,2025-03-18,2025-03-21,1284000,1784000,OVERPAID
1881708953536,8504,Customer_1704,2025-04-19,2025-04-22,1500000,1500000,PAID
2568472528536,3001,Customer_1705,2025-05-10,2025-05-11,1284000,1284000,PAID
3009486636478,2000,Customer_1706,2025-05-13,2025-05-14,1000000,1000000,PAID
4334572238212,8504,Customer_1707,2025-06-17,2025-06-20,1500000,2000000,OVERPAID
4646221129835,4002,Customer_1708,2025-01-08,,1000000,,UNPAID
4515372656064,2000,Customer_1709,2025-05-30,,1500000,,UNPAID
5238903143371,4002,Customer_1710,2025-06-18,2025-06-21,1000000,800000,UNDERPAID
5045242640654,2000,Customer_1711,2025-04-19,,1284000,,UNPAID
5057487554317,3001,Customer_1712,2025-03-09,2025-03-10,1000000,1000000,PAID
4749633447915,8504,Customer_1713,2025-04-07,,1500000,,UNPAID
3909657864430,2000,Customer_1714,2025-01-17,,1000000,,UNPAID
5768112054762,4002,Customer_1715,2025-05-28,2025-05-29,1500000,1500000,PAID
2491908699108,4002,Customer_1716,2025-06-30,2025-07-03,1000000,1000000,PAID
2452507091387,4002,Customer_1717,2025-04-24,2025-04-25,1000000,1500000,OVERPAID
1772419502920,2000,Customer_1718,2025-01-20,2025-01-23,1200000,1000000,UNDERPAID
9502310552867,3001,Customer_1719,2025-05-21,,1200000,,UNPAID
7723357311559,3001,Customer_1720,2025-01-04,2025-01-07,1500000,1500000,PAID
9035897242004,4002,Customer_1721,2025-01-17,2025-01-20,1284000,1284000,PAID
1220810903274,4002,Customer_1722,2025-01-06,,1500000,,UNPAID
3351763230885,2000,Customer_1723,2025-05-17,,1000000,,UNPAID
1816913724525,2000,Customer_1724,2025-04-17,2025-04-18,1000000,1000000,PAID
6270980277761,3001,Customer_1725,2025-02-22,,1200000,,UNPAID
4469181892653,2000,Customer_1726,2025-05-18,2025-05-19,1500000,1300000,UNDERPAID
9701468876630,4002,Customer_1727,2025-02-08,,1200000,,UNPAID
6425910325774,2000,Customer_1728,2025-01-25,2025-01-26,1284000,1284000,PAID
3103940892230,8504,Customer_1729,2025-06-29,2025-06-29,1500000,1500000,PAID
2017934646733,8504,Customer_1730,2025-02-22,,1500000,,UNPAID
7207566895699,3001,Customer_1731,2025-05-31,2025-05-31,1200000,1200000,PAID
3473689555639,8504,Customer_1732,2025-06-03,,1284000,,UNPAID
5260654806833,3001,Customer_1733,2025-05-12,2025-05-12,1500000,1500000,PAID
3158537731484,2000,Customer_1734,2025-02-24,2025-02-24,1500000,1300000,UNDERPAID
4468842138362,8504,Customer_1735,2025-02-07,,1000000,,UNPAID
2765848562058,4002,Customer_1736,2025-01-12,2025-01-13,1500000,1300000,UNDERPAID
9340221446760,2000,Customer_1737,2025-03-03,2025-03-04,1200000,1200000,PAID
1118286495663,2000,Customer_1738,2025-04-03,2025-04-03,1000000,800000,UNDERPAID
9776485165126,4002,Customer_1739,2025-05-20,2025-05-23,1500000,2000000,OVERPAID
6791884323895,4002,Customer_1740,2025-06-03,,1500000,,UNPAID
6215433077820,4002,Customer_1741,2025-03-29,,1500000,,UNPAID
9357953151256,3001,Customer_1742,2025-06-29,2025-06-30,1500000,2000000,OVERPAID
9552225878892,3001,Customer_1743,2025-01-18,,1200000,,UNPAID
9167212754125,8504,Customer_1744,2025-05-18,2025-05-21,1284000,1284000,PAID
7080250302110,8504,Customer_1745,2025-05-18,,1000000,,UNPAID
4056263435955,3001,Customer_1746,2025-06-19,2025-06-22,1000000,1500000,OVERPAID
8189619683182,4002,Customer_1747,2025-02-01,2025-02-01,1284000,1284000,PAID
1623152771360,3001,Customer_1748,2025-05-10,2025-05-13,1500000,1500000,PAID
9588837684926,2000,Customer_1749,2025-06-26,2025-06-26,1500000,1300000,UNDERPAID
2386986749874,8504,Customer_1750,2025-02-01,2025-02-02,1200000,1000000,UNDERPAID
7846715166465,4002,Customer_1751,2025-02-18,2025-02-21,1284000,1284000,PAID
2754634458806,2000,Customer_1752,2025-05-05,2025-05-08,1200000,1200000,PAID
5798852501135,4002,Customer_1753,2025-04-28,2025-05-01,1000000,1000000,PAID
4506685148163,2000,Customer_1754,2025-01-08,,1000000,,UNPAID
2399667559238,3001,Customer_1755,2025-06-20,,1284000,,UNPAID
6356683718794,2000,Customer_1756,2025-06-10,2025-06-11,1284000,1784000,OVERPAID
1770412871415,4002,Customer_1757,2025-01-25,2025-01-26,1200000,1700000,OVERPAID
7707888084618,8504,Customer_1758,2025-03-31,2025-04-01,1500000,1500000,PAID
2392402331470,3001,Customer_1759,2025-04-03,2025-04-03,1284000,1284000,PAID
8520215418951,4002,Customer_1760,2025-06-30,2025-06-30,1000000,1000000,PAID
6007620726407,8504,Customer_1761,2025-03-30,2025-03-30,1500000,1300000,UNDERPAID
9215724642564,2000,Customer_1762,2025-04-07,2025-04-07,1200000,1200000,PAID
5660612152365,4002,Customer_1763,2025-06-29,,1500000,,UNPAID
2888193756399,4002,Customer_1764,2025-06-03,,1200000,,UNPAID
4170255361693,8504,Customer_1765,2025-04-20,2025-04-23,1500000,2000000,OVERPAID
7210705935425,8504,Customer_1766,2025-01-07,2025-01-10,1000000,800000,UNDERPAID
7187750426665,2000,Customer_1767,2025-03-15,2025-03-16,1000000,1000000,PAID
8844918079474,3001,Customer_1768,2025-03-05,,1000000,,UNPAID
1950191867123,2000,Customer_1769,2025-01-11,,1284000,,UNPAID
9507156618022,3001,Customer_1770,2025-06-24,,1284000,,UNPAID
6501262999310,2000,Customer_1771,2025-01-02,2025-01-02,1000000,800000,UNDERPAID
9664242126165,2000,Customer_1772,2025-06-29,2025-06-29,1200000,1700000,OVERPAID
2970715760365,8504,Customer_1773,2025-03-17,2025-03-17,1000000,800000,UNDERPAID
5974683919339,4002,Customer_1774,2025-02-27,2025-02-27,1000000,1500000,OVERPAID
3226434775880,3001,Customer_1775,2025-03-11,2025-03-11,1500000,2000000,OVERPAID
9212363111048,2000,Customer_1776,2025-01-12,2025-01-12,1000000,800000,UNDERPAID
9516875685979,4002,Customer_1777,2025-06-13,2025-06-14,1000000,1500000,OVERPAID
6689919770147,2000,Customer_1778,2025-04-19,2025-04-22,1000000,1000000,PAID
3128830232947,8504,Customer_1779,2025-04-11,2025-04-11,1200000,1700000,OVERPAID
1652303890691,3001,Customer_1780,2025-05-14,2025-05-15,1000000,800000,UNDERPAID
2678610056326,2000,Customer_1781,2025-05-29,2025-05-30,1000000,800000,UNDERPAID
2064467813708,4002,Customer_1782,2025-03-09,2025-03-10,1284000,1784000,OVERPAID
6659932597553,8504,Customer_1783,2025-02-19,2025-02-19,1000000,1000000,PAID
2253644114619,4002,Customer_1784,2025-03-19,2025-03-20,1284000,1284000,PAID
2624788221643,8504,Customer_1785,2025-03-26,2025-03-26,1500000,1500000,PAID
2135660544087,4002,Customer_1786,2025-06-21,2025-06-21,1000000,1500000,OVERPAID
5045942537916,4002,Customer_1787,2025-05-18,,1500000,,UNPAID
9513291369893,3001,Customer_1788,2025-03-17,2025-03-17,1000000,1500000,OVERPAID
9487797816524,2000,Customer_1789,2025-01-10,,1284000,,UNPAID
8795551440117,8504,Customer_1790,2025-04-02,2025-04-05,1200000,1700000,OVERPAID
2382146393257,8504,Customer_1791,2025-05-10,2025-05-11,1000000,1000000,PAID
7910798606317,4002,Customer_1792,2025-05-05,,1200000,,UNPAID
6373710612187,4002,Customer_1793,2025-02-14,2025-02-17,1500000,2000000,OVERPAID
9704371102468,2000,Customer_1794,2025-01-01,2025-01-02,1000000,1500000,OVERPAID
3112568199808,2000,Customer_1795,2025-04-16,,1200000,,UNPAID
3443993229192,2000,Customer_1796,2025-02-07,2025-02-10,1500000,2000000,OVERPAID
2446706753446,4002,Customer_1797,2025-01-09,2025-01-09,1284000,1784000,OVERPAID
2927295376536,3001,Customer_1798,2025-04-11,2025-04-12,1000000,800000,UNDERPAID
8217419563041,4002,Customer_1799,2025-01-01,,1000000,,UNPAID
9420474310647,8504,Customer_1800,2025-03-08,,1000000,,UNPAID
9807651073813,4002,Customer_1801,2025-01-11,2025-01-14,1284000,1284000,PAID
4487950242162,2000,Customer_1802,2025-01-24,2025-01-24,1200000,1000000,UNDERPAID
8205525714339,3001,Customer_1803,2025-06-30,,1200000,,UNPAID
2496760093265,8504,Customer_1804,2025-06-02,,1500000,,UNPAID
4214986452168,2000,Customer_1805,2025-02-17,2025-02-20,1284000,1284000,PAID
4906818913174,3001,Customer_1806,2025-01-20,2025-01-21,1000000,800000,UNDERPAID
1449754210126,2000,Customer_1807,2025-01-24,2025-01-25,1500000,1300000,UNDERPAID
4896997927193,4002,Customer_1808,2025-02-07,2025-02-08,1200000,1700000,OVERPAID
7382132341885,8504,Customer_1809,2025-04-03,2025-04-03,1284000,1084000,UNDERPAID
8951566041028,2000,Customer_1810,2025-06-19,,1200000,,UNPAID
7082479492438,4002,Customer_1811,2025-02-22,2025-02-25,1200000,1700000,OVERPAID
3316556398210,2000,Customer_1812,2025-03-02,,1500000,,UNPAID
5051597377665,2000,Customer_1813,2025-03-18,,1200000,,UNPAID
3265240780164,4002,Customer_1814,2025-04-26,2025-04-29,1000000,1500000,OVERPAID
1810698635242,8504,Customer_1815,2025-03-29,2025-03-30,1284000,1084000,UNDERPAID
7674758787127,8504,Customer_1816,2025-05-22,2025-05-22,1284000,1784000,OVERPAID
6002525930442,2000,Customer_1817,2025-05-26,2025-05-26,1000000,800000,UNDERPAID
9829362261663,8504,Customer_1818,2025-06-26,2025-06-26,1000000,1000000,PAID
6663155684620,2000,Customer_1819,2025-04-13,2025-04-16,1284000,1784000,OVERPAID
4259695957011,3001,Customer_1820,2025-05-07,2025-05-10,1500000,2000000,OVERPAID
1890221016546,3001,Customer_1821,2025-05-11,2025-05-12,1000000,1500000,OVERPAID
4508818289220,2000,Customer_1822,2025-05-11,2025-05-11,1000000,800000,UNDERPAID
6101920525546,8504,Customer_1823,2025-03-26,2025-03-26,1284000,1084000,UNDERPAID
4192458514876,8504,Customer_1824,2025-06-23,,1284000,,UNPAID
3590182423048,4002,Customer_1825,2025-06-27,,1200000,,UNPAID
3562495855161,8504,Customer_1826,2025-01-31,2025-02-01,1284000,1784000,OVERPAID
6861532590642,3001,Customer_1827,2025-06-23,2025-06-26,1200000,1200000,PAID
7482907380429,3001,Customer_1828,2025-06-20,2025-06-23,1500000,1500000,PAID
8727804545914,4002,Customer_1829,2025-05-20,,1500000,,UNPAID
6439955627607,8504,Customer_1830,2025-06-13,2025-06-13,1000000,800000,UNDERPAID
1425780327821,2000,Customer_1831,2025-04-11,2025-04-14,1500000,1300000,UNDERPAID
9700613319927,8504,Customer_1832,2025-03-20,2025-03-20,1284000,1784000,OVERPAID
6363534430450,2000,Customer_1833,2025-02-23,,1500000,,UNPAID
8964304108008,3001,Customer_1834,2025-01-06,2025-01-06,1200000,1200000,PAID
8651257371485,4002,Customer_1835,2025-01-23,2025-01-23,1000000,800000,UNDERPAID
1439647857787,8504,Customer_1836,2025-01-31,2025-01-31,1284000,1284000,PAID
6129754410899,3001,Customer_1837,2025-04-30,2025-05-01,1000000,1000000,PAID
4554163661249,3001,Customer_1838,2025-06-19,,1000000,,UNPAID
6743946176798,2000,Customer_1839,2025-04-07,2025-04-10,1000000,800000,UNDERPAID
2400491599966,4002,Customer_1840,2025-02-26,2025-02-27,1500000,1300000,UNDERPAID
5687662247929,3001,Customer_1841,2025-03-08,2025-03-09,1200000,1700000,OVERPAID
2920875020244,4002,Customer_1842,2025-05-02,2025-05-03,1000000,1500000,OVERPAID
6824721595135,4002,Customer_1843,2025-04-13,2025-04-13,1200000,1200000,PAID
8850272579942,8504,Customer_1844,2025-03-06,2025-03-07,1000000,1000000,PAID
2166111070979,3001,Customer_1845,2025-01-27,2025-01-28,1200000,1000000,UNDERPAID
2568705987310,3001,Customer_1846,2025-06-17,,1500000,,UNPAID
6981679089389,4002,Customer_1847,2025-03-21,2025-03-24,1200000,1000000,UNDERPAID
3464494017116,4002,Customer_1848,2025-05-12,2025-05-12,1500000,1500000,PAID
4043262451065,3001,Customer_1849,2025-06-09,2025-06-09,1000000,1500000,OVERPAID
2964837042397,3001,Customer_1850,2025-03-09,2025-03-10,1000000,1500000,OVERPAID
8720541757885,2000,Customer_1851,2025-05-14,,1500000,,UNPAID
1566726670844,2000,Customer_1852,2025-05-12,2025-05-15,1284000,1784000,OVERPAID
5388220116110,2000,Customer_1853,2025-01-14,2025-01-17,1284000,1784000,OVERPAID
1924162970790,3001,Customer_1854,2025-01-13,2025-01-13,1200000,1700000,OVERPAID
